ชื่อสาขา,เลขที่เอกสาร,รายการขาย,จำนวน,ราคาต่อหน่วย,ส่วนลดรายการ,มูลค่าก่อนภาษี,ส่วนลด,ยอดขาย,ภาษี,ราคาสุทธิ
,,1. MED008/Sushi Bento Super Maki Set M (หน่วย),1,240,0,224.3,,,,
,,,,,,224.3,0,224.3,15.7,240
สนามบินดอนเมือง,ABB-001-2602/00501,2026-02-24 19:52 นางสาว wawa wawa,,,,,,,,
,,1. APP002/Edamame (หน่วย),1,40,0,37.38,,,,
,,2. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,3. MED004/Sushi Bento Sashimi Varity (หน่วย),1,420,0,392.52,,,,
,,4. APP001/Chuka Wakame (หน่วย),1,40,0,37.38,,,,
,,,,,,503.74,0,503.74,35.26,539
สนามบินดอนเมือง,ABB-001-2602/00502,2026-02-24 20:17 นางสาว wawa wawa,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),2,220,0,411.22,,,,
,,2. DON010/Buta Kimchi Don (หน่วย),1,145,0,135.51,,,,
,,,,,,546.73,205.61,341.12,23.88,365
สนามบินดอนเมือง,ABB-001-2602/00503,2026-02-24 20:28 นางสาว wawa wawa,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),2,230,0,429.91,,,,
,,,,,,429.91,214.95,214.95,15.05,230
สนามบินดอนเมือง,ABB-001-2602/00504,2026-02-24 21:00 นางสาว wawa wawa,,,,,,,,
,,1. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,72.9,0,72.9,5.1,78
สนามบินดอนเมือง,ABB-001-2602/00505,2026-02-24 21:01 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),3,220,0,616.82,,,,
,,,,,,616.82,431.78,185.05,12.95,198
สนามบินดอนเมือง,ABB-001-2602/00506,2026-02-24 21:03 นางสาว wawa wawa,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,2. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,3. MED007/Sushi Bento Mori Set (หน่วย),1,310,0,289.72,,,,
,,,,,,733.64,513.55,220.09,15.41,236
สนามบินดอนเมือง,ABB-001-2602/00507,2026-02-24 21:04 นางสาว wawa wawa,,,,,,,,
,,1. MED002/Sushi Bento Medium Set 2 (หน่วย),1,420,0,392.52,,,,
,,2. MINI001/Salmon Sushi 7 pcs. (หน่วย),4,210,0,785.05,,,,
,,,,,,1177.57,824.3,353.27,24.73,378
สนามบินดอนเมือง,ABB-001-2602/00508,2026-02-24 21:04 นางสาว wawa wawa,,,,,,,,
,,1. DON008/Tori Teriyaki Don (หน่วย),1,130,0,121.5,,,,
,,2. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,308.41,215.89,92.52,6.48,99
สนามบินดอนเมือง,ABB-001-2602/00509,2026-02-24 21:05 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,228.97,160.28,69.16,4.84,74
สนามบินดอนเมือง,ABB-001-2602/00510,2026-02-24 21:05 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,228.97,160.28,69.16,4.84,74
สนามบินดอนเมือง,ABB-001-2602/00511,2026-02-24 21:06 นางสาว wawa wawa,,,,,,,,
,,1. DON009/Unagi Don (หน่วย),1,385,0,359.81,,,,
,,2. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,588.79,412.15,176.64,12.36,189
สนามบินดอนเมือง,ABB-001-2602/00512,2026-02-24 21:06 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,2. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,411.22,287.85,123.36,8.64,132
สนามบินดอนเมือง,ABB-001-2602/00513,2026-02-24 21:07 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,2. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,411.22,287.85,123.36,8.64,132
สนามบินดอนเมือง,ABB-001-2602/00514,2026-02-24 21:07 นางสาว wawa wawa,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,143.93,61.68,4.32,66
สนามบินดอนเมือง,ABB-001-2602/00515,2026-02-24 21:08 นางสาว wawa wawa,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,2. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,,,,,401.87,281.31,120.56,8.44,129
สนามบินดอนเมือง,ABB-001-2602/00516,2026-02-24 21:08 นางสาว wawa wawa,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),2,275,0,514.02,,,,
,,2. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,3. MINI013/Salmon Tuna Ebiko Sandwich Sushi Bento (หน่วย),1,320,0,299.07,,,,
,,,,,,1018.69,713.08,305.61,21.39,327
สนามบินดอนเมือง,ABB-001-2602/00517,2026-02-24 21:09 นางสาว wawa wawa,,,,,,,,
,,1. DON006/Saba Teriyaki Don (หน่วย),1,155,0,144.86,,,,
,,2. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,3. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,546.73,382.71,164.02,11.48,176
สนามบินดอนเมือง,ABB-001-2602/00518,2026-02-24 21:10 นางสาว wawa wawa,,,,,,,,
,,1. APP005/Tako Wasabi (หน่วย),1,110,0,102.8,,,,
,,2. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,3. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,4. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,,,,,742.99,448.13,294.86,20.64,316
สนามบินดอนเมือง,ABB-001-2602/00519,2026-02-24 21:11 นางสาว wawa wawa,,,,,,,,
,,1. MINI013/Salmon Tuna Ebiko Sandwich Sushi Bento (หน่วย),1,320,0,299.07,,,,
,,,,,,299.07,209.35,89.72,6.28,96
สนามบินดอนเมือง,ABB-001-2602/00520,2026-02-24 21:11 นางสาว wawa wawa,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,143.93,61.68,4.32,66
สนามบินดอนเมือง,ABB-001-2602/00521,2026-02-24 21:11 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,143.93,61.68,4.32,66
สนามบินดอนเมือง,ABB-001-2602/00522,2026-02-24 21:12 นางสาว wawa wawa,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,143.93,61.68,4.32,66
สนามบินดอนเมือง,ABB-001-2602/00523,2026-02-24 21:12 นางสาว wawa wawa,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,2. MED008/Sushi Bento Super Maki Set M (หน่วย),1,240,0,224.3,,,,
,,,,,,411.22,287.85,123.36,8.64,132
สนามบินดอนเมือง,ABB-001-2602/00524,2026-02-24 21:13 นางสาว wawa wawa,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),2,220,0,411.22,,,,
,,,,,,411.22,287.85,123.36,8.64,132
สนามบินดอนเมือง,ABB-001-2602/00525,2026-02-24 21:14 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,2. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,3. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,4. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),3,220,0,616.82,,,,
,,,,,,1294.39,906.07,388.32,27.18,416
สนามบินดอนเมือง,ABB-001-2602/00526,2026-02-24 21:17 นางสาว wawa wawa,,,,,,,,
,,1. MED010/Spicy Sushi Bento Set (หน่วย),1,265,0,247.66,,,,
,,2. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,3. MINI003/Tuna Sushi 7 pcs. (หน่วย),2,275,0,514.02,,,,
,,,,,,948.6,664.02,284.58,19.92,305
สนามบินดอนเมือง,ABB-001-2602/00527,2026-02-24 21:17 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00528,2026-02-24 21:18 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,2. DON002/Gyu Don (หน่วย),1,210,0,196.26,,,,
,,,,,,425.23,297.66,127.57,8.93,137
สนามบินดอนเมือง,ABB-001-2602/00529,2026-02-24 21:19 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,2. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,415.89,291.12,124.77,8.73,134
สนามบินดอนเมือง,ABB-001-2602/00530,2026-02-24 21:19 นางสาว wawa wawa,,,,,,,,
,,1. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,36.45,0,36.45,2.55,39
สนามบินดอนเมือง,ABB-001-2602/00531,2026-02-24 21:20 นางสาว wawa wawa,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,2. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,434.58,304.21,130.37,9.13,140
สนามบินดอนเมือง,ABB-001-2602/00532,2026-02-24 21:21 นางสาว wawa wawa,,,,,,,,
,,1. DON002/Gyu Don (หน่วย),1,210,0,196.26,,,,
,,2. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,3. DON009/Unagi Don (หน่วย),1,385,0,359.81,,,,
,,,,,,771.03,539.72,231.31,16.19,248
สนามบินดอนเมือง,ABB-001-2602/00533,2026-02-24 21:21 นางสาว wawa wawa,,,,,,,,
,,1. MINI013/Salmon Tuna Ebiko Sandwich Sushi Bento (หน่วย),1,320,0,299.07,,,,
,,2. APP001/Chuka Wakame (หน่วย),1,40,0,37.38,,,,
,,,,,,336.45,209.35,127.1,8.9,136
สนามบินดอนเมือง,ABB-001-2602/00534,2026-02-24 21:22 นางสาว wawa wawa,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,,,,,257.01,179.91,77.57,5.43,83
สนามบินดอนเมือง,ABB-001-2602/00535,2026-02-24 21:23 นางสาว wawa wawa,,,,,,,,
,,1. MED008/Sushi Bento Super Maki Set M (หน่วย),1,240,0,224.3,,,,
,,,,,,224.3,157.01,67.29,4.71,72
สนามบินดอนเมือง,ABB-001-2602/00536,2026-02-24 21:24 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),2,245,0,457.94,,,,
,,,,,,457.94,320.56,137.38,9.62,147
สนามบินดอนเมือง,ABB-001-2602/00537,2026-02-24 21:24 นางสาว wawa wawa,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,,,,,214.95,150.47,64.49,4.51,69
สนามบินดอนเมือง,ABB-001-2602/00538,2026-02-24 21:25 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,2. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,,,,,443.93,310.75,133.18,9.32,143
สนามบินดอนเมือง,ABB-001-2602/00539,2026-02-24 21:26 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,2. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,,,,,443.93,310.75,133.18,9.32,143
สนามบินดอนเมือง,ABB-001-2602/00540,2026-02-24 21:26 นางสาว wawa wawa,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,,,,,214.95,150.47,64.49,4.51,69
สนามบินดอนเมือง,ABB-001-2602/00541,2026-02-24 21:27 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,228.97,160.28,69.16,4.84,74
สนามบินดอนเมือง,ABB-001-2602/00542,2026-02-24 21:27 นางสาว wawa wawa,,,,,,,,
,,1. DON009/Unagi Don (หน่วย),1,385,0,359.81,,,,
,,,,,,359.81,251.87,108.41,7.59,116
สนามบินดอนเมือง,ABB-001-2602/00543,2026-02-24 21:28 นางสาว wawa wawa,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,,,,,214.95,150.47,64.49,4.51,69
สนามบินดอนเมือง,ABB-001-2602/00544,2026-02-24 21:28 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),2,245,0,457.94,,,,
,,2. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,3. MINI003/Tuna Sushi 7 pcs. (หน่วย),1,275,0,257.01,,,,
,,,,,,929.91,650.93,278.97,19.53,299
สนามบินดอนเมือง,ABB-001-2602/00545,2026-02-24 21:29 นางสาว wawa wawa,,,,,,,,
,,1. MED010/Spicy Sushi Bento Set (หน่วย),1,265,0,247.66,,,,
,,2. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),2,230,0,429.91,,,,
,,,,,,677.57,474.3,203.27,14.23,218
สนามบินดอนเมือง,ABB-001-2602/00546,2026-02-24 21:29 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,2. MED004/Sushi Bento Sashimi Varity (หน่วย),1,420,0,392.52,,,,
,,3. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,,,,,836.45,585.51,250.93,17.57,269
สนามบินดอนเมือง,ABB-001-2602/00547,2026-02-24 21:30 นางสาว wawa wawa,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,2. MINI014/Sushi Moriawase Set (หน่วย),2,220,0,411.22,,,,
,,,,,,626.17,438.32,187.85,13.15,201
สนามบินดอนเมือง,ABB-001-2602/00548,2026-02-24 21:31 นางสาว wawa wawa,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),4,230,0,859.81,,,,
,,,,,,859.81,601.87,257.94,18.06,276
สนามบินดอนเมือง,ABB-001-2602/00549,2026-02-24 21:32 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,2. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,415.89,291.12,124.77,8.73,134
สนามบินดอนเมือง,ABB-001-2602/00550,2026-02-24 21:33 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),2,200,0,373.83,,,,
,,,,,,373.83,261.68,112.15,7.85,120
สนามบินดอนเมือง,ABB-001-2602/00551,2026-02-24 21:34 นางสาว wawa wawa,,,,,,,,
,,1. MED001/Sushi Bento Medium Set 1 (หน่วย),1,385,0,359.81,,,,
,,2. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,,,,,616.82,431.78,185.05,12.95,198
สนามบินดอนเมือง,ABB-001-2602/00552,2026-02-24 21:35 นางสาว wawa wawa,,,,,,,,
,,1. MED004/Sushi Bento Sashimi Varity (หน่วย),1,420,0,392.52,,,,
,,2. MINI003/Tuna Sushi 7 pcs. (หน่วย),1,275,0,257.01,,,,
,,3. MED002/Sushi Bento Medium Set 2 (หน่วย),1,420,0,392.52,,,,
,,4. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,1271.03,889.72,381.31,26.69,408
สนามบินดอนเมือง,ABB-001-2602/00553,2026-02-24 21:36 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,2. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,415.89,291.12,124.77,8.73,134
สนามบินดอนเมือง,ABB-001-2602/00554,2026-02-24 21:37 นางสาว wawa wawa,,,,,,,,
,,1. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. APP003/Salmon Tataki (หน่วย),1,140,0,130.84,,,,
,,3. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,4. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,240.19,0,240.19,16.81,257
สนามบินดอนเมือง,ABB-001-2602/00555,2026-02-24 21:37 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,143.93,61.68,4.32,66
สนามบินดอนเมือง,ABB-001-2602/00556,2026-02-24 21:38 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00557,2026-02-24 21:39 นางสาว wawa wawa,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,2. MED008/Sushi Bento Super Maki Set M (หน่วย),1,240,0,224.3,,,,
,,,,,,481.31,336.92,144.39,10.11,155
สนามบินดอนเมือง,ABB-001-2602/00558,2026-02-24 21:39 นางสาว wawa wawa,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00559,2026-02-24 21:39 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00560,2026-02-24 21:40 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,2. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,392.52,274.77,117.76,8.24,126
สนามบินดอนเมือง,ABB-001-2602/00561,2026-02-24 21:41 นางสาว wawa wawa,,,,,,,,
,,1. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,36.45,0,36.45,2.55,39
สนามบินดอนเมือง,ABB-001-2602/00562,2026-02-24 21:41 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00563,2026-02-24 21:41 นางสาว wawa wawa,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,2. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,3. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,630.84,441.59,189.25,13.25,203
สนามบินดอนเมือง,ABB-001-2602/00564,2026-02-24 21:43 นางสาว wawa wawa,,,,,,,,
,,1. MED008/Sushi Bento Super Maki Set M (หน่วย),1,240,0,224.3,,,,
,,2. MED010/Spicy Sushi Bento Set (หน่วย),1,265,0,247.66,,,,
,,3. DON001/Oyakodon (หน่วย),1,140,0,130.84,,,,
,,,,,,602.8,421.96,180.84,12.66,194
สนามบินดอนเมือง,ABB-001-2602/00565,2026-02-24 21:44 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00566,2026-02-24 21:47 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,143.93,61.68,4.32,66
สนามบินดอนเมือง,ABB-001-2602/00567,2026-02-24 21:47 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00568,2026-02-24 21:48 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00569,2026-02-24 21:48 นางสาว wawa wawa,,,,,,,,
,,1. MINI003/Tuna Sushi 7 pcs. (หน่วย),1,275,0,257.01,,,,
,,2. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,443.93,310.75,133.18,9.32,143
สนามบินดอนเมือง,ABB-001-2602/00570,2026-02-24 21:50 นางสาว wawa wawa,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,,,,,257.01,179.91,77.57,5.43,83
สนามบินดอนเมือง,ABB-001-2602/00571,2026-02-24 21:51 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,2. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,,,,,443.93,310.75,133.18,9.32,143
สนามบินดอนเมือง,ABB-001-2602/00572,2026-02-24 21:54 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00573,2026-02-24 21:54 นางสาว wawa wawa,,,,,,,,
,,1. MED002/Sushi Bento Medium Set 2 (หน่วย),1,420,0,392.52,,,,
,,,,,,392.52,274.77,117.76,8.24,126
สนามบินดอนเมือง,ABB-001-2602/00574,2026-02-24 21:55 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,2. MINI008/Sushi Bento  Veggie 2 (หน่วย),1,165,0,154.21,,,,
,,,,,,341.12,238.79,102.34,7.16,110
สนามบินดอนเมือง,ABB-001-2602/00575,2026-02-24 21:55 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00576,2026-02-24 21:56 นางสาว wawa wawa,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,,,,,257.01,179.91,77.57,5.43,83
สนามบินดอนเมือง,ABB-001-2602/00577,2026-02-24 21:56 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00578,2026-02-24 21:56 นางสาว wawa wawa,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00579,2026-02-24 21:57 นางสาว wawa wawa,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,2. MED004/Sushi Bento Sashimi Varity (หน่วย),1,420,0,392.52,,,,
,,,,,,649.53,454.67,194.86,13.64,209
สนามบินดอนเมือง,ABB-001-2602/00580,2026-02-24 21:57 นางสาว wawa wawa,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,,,,,257.01,179.91,77.57,5.43,83
สนามบินดอนเมือง,ABB-001-2602/00581,2026-02-24 21:58 นางสาว wawa wawa,,,,,,,,
,,1. MINI003/Tuna Sushi 7 pcs. (หน่วย),1,275,0,257.01,,,,
,,,,,,257.01,179.91,77.57,5.43,83
สนามบินดอนเมือง,ABB-001-2602/00582,2026-02-24 21:58 นางสาว wawa wawa,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,2. MED004/Sushi Bento Sashimi Varity (หน่วย),2,420,0,785.05,,,,
,,3. MED002/Sushi Bento Medium Set 2 (หน่วย),1,420,0,392.52,,,,
,,,,,,1364.49,955.14,409.35,28.65,438
สนามบินดอนเมือง,ABB-001-2602/00583,2026-02-24 22:00 นางสาว wawa wawa,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00584,2026-02-24 22:00 นางสาว wawa wawa,,,,,,,,
,,1. DON001/Oyakodon (หน่วย),1,140,0,130.84,,,,
,,,,,,130.84,91.59,39.25,2.75,42
สนามบินดอนเมือง,ABB-001-2602/00585,2026-02-24 22:04 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00586,2026-02-24 22:05 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED004/Sushi Bento Sashimi Varity (หน่วย),1,420,0,392.52,,,,
,,,,,,392.52,274.77,117.76,8.24,126
สนามบินดอนเมือง,ABB-001-2602/00587,2026-02-24 22:07 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED004/Sushi Bento Sashimi Varity (หน่วย),1,420,0,392.52,,,,
,,,,,,392.52,274.77,117.76,8.24,126
สนามบินดอนเมือง,ABB-001-2602/00588,2026-02-24 22:16 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,2. MED002/Sushi Bento Medium Set 2 (หน่วย),1,420,0,392.52,,,,
,,3. DON011/Chirashi Don (หน่วย),1,310,0,289.72,,,,
,,4. MED006/Sushi Bento Varity Aburi Rolls Set (หน่วย),1,385,0,359.81,,,,
,,,,,,1299.07,909.35,389.72,27.28,417
สนามบินดอนเมือง,ABB-001-2602/00589,2026-02-24 22:18 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED002/Sushi Bento Medium Set 2 (หน่วย),1,420,0,392.52,,,,
,,2. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,3. MED004/Sushi Bento Sashimi Varity (หน่วย),1,420,0,392.52,,,,
